ad_id,user_id,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,ad_creative_body,publisher_platforms,impressions_min,impressions_max,spend_min,spend_max,currency,age_group,gender,target_ages,target_gender,target_locations,ad_interests,estimated_audience_size_min,estimated_audience_size_max
AD_1805855708,USER_000710,302548,TravelAgency,2025-06-30,2025-07-05,2025-07-17,Discover amazing parenting opportunities,Facebook,7329,8866,62,517,USD,45-54,Female,45-54,Female,100XX,"parenting,real_estate,budget_travel,university,political_activism,beach_destinations,restaurants",2908,12818
AD_9424128944,USER_000711,302548,TravelAgency,2025-09-28,2025-10-03,2025-11-13,Discover amazing retirement_planning opportunities,Instagram,7429,8610,14,153,USD,65+,Male,65+,Male,770XX,"luxury_travel,retirement_planning,luxury_brands,luxury_cars",1293,15536
AD_3236110195,USER_000712,302548,TravelAgency,2025-09-23,2025-09-27,2025-11-12,Discover amazing online_courses opportunities,"Facebook,Instagram",272,1097,78,289,USD,55-64,Female,55-64,Female,770XX,"wine,travel,online_courses",6191,78652
AD_5424675028,USER_000713,306543,RealEstateGroup,2025-09-03,2025-09-07,2025-09-25,Discover amazing discount_shopping opportunities,Facebook,254,862,75,452,USD,55-64,Male,55-64,Male,600XX,"wine,retirement_planning,discount_shopping,football,election_news",8439,75322
AD_4654150119,USER_000714,302548,TravelAgency,2025-05-26,2025-06-02,2025-07-03,Discover amazing basketball opportunities,Facebook,495,1967,33,264,USD,65+,Male,65+,Male,980XX,"retirement_planning,luxury_travel,discount_shopping,basketball,real_estate,computers,car_maintenance",9329,22160
AD_6479962022,USER_000715,192495,TechCorp,2025-06-29,2025-07-06,2025-08-19,Discover amazing luxury_brands opportunities,Facebook,934,1786,66,192,USD,18-24,Male,18-24,Male,770XX,"streaming_services,online_shopping,investing,luxury_brands",9199,58605
AD_9331735484,USER_000716,746137,StreamingService,2025-06-04,2025-06-09,2025-08-03,Discover amazing tech_news opportunities,"Facebook,Instagram",6489,6990,70,256,USD,45-54,Male,45-54,Male,980XX,"professional_development,investing,luxury_cars,investing,tech_news,meal_delivery,online_shopping,discount_shopping",9556,57290
AD_8469653550,USER_000717,651856,EducationPlatform,2025-08-23,2025-08-28,2025-10-07,Discover amazing parenting opportunities,Instagram,3515,4316,21,378,USD,45-54,Female,45-54,Female,100XX,"professional_development,parenting,online_courses,organic_food,fitness,supplements,wine",7694,10849
AD_9128528950,USER_000718,746137,StreamingService,2025-07-14,2025-07-19,2025-08-25,Discover amazing real_estate opportunities,Instagram,5870,6670,100,466,USD,55-64,Male,55-64,Male,330XX,"golf,wine,luxury_travel,real_estate,tech_news",9573,33351
AD_1783222522,USER_000719,770926,SportsGear,2025-09-16,2025-09-17,2025-11-15,Discover amazing discount_shopping opportunities,Facebook,6205,7783,61,370,USD,65+,Male,65+,Male,980XX,"retirement_planning,golf,discount_shopping,basketball,professional_development",9830,74221
AD_6739306742,USER_000720,583359,GamingCompany,2025-08-31,2025-09-02,2025-09-29,Discover amazing tech_news opportunities,Facebook,7728,9468,66,469,USD,25-34,Male,25-34,Male,770XX,"online_shopping,music,real_estate,luxury_brands,tech_news,movies,discount_shopping,cooking",6857,47834
AD_5771049796,USER_000721,302548,TravelAgency,2025-07-10,2025-07-12,2025-08-18,Discover amazing cycling opportunities,"Facebook,Instagram",668,1947,70,343,USD,65+,Male,65+,Male,980XX,"retirement_planning,travel,online_courses,cycling,professional_development",8582,33031
AD_4399603783,USER_000722,302548,TravelAgency,2025-07-06,2025-07-13,2025-08-20,Discover amazing luxury_travel opportunities,Facebook,6610,7649,54,274,USD,35-44,Male,35-44,Male,600XX,"investing,parenting,luxury_travel,luxury_cars,football",8059,57313
AD_3157470322,USER_000723,583359,GamingCompany,2025-05-11,2025-05-16,2025-06-24,Discover amazing soccer opportunities,Instagram,2477,3445,35,114,USD,55-64,Female,55-64,Female,600XX,"luxury_travel,travel,budget_travel,tech_news,soccer,restaurants",3593,23472
AD_8427054563,USER_000724,295351,FashionBrand,2025-09-13,2025-09-16,2025-11-03,Discover amazing luxury_brands opportunities,"Facebook,Instagram",6142,8120,41,114,USD,18-24,Male,18-24,Male,850XX,"fitness,music,luxury_brands",7235,58307
AD_7447483585,USER_000725,302548,TravelAgency,2025-05-23,2025-05-27,2025-06-16,Discover amazing real_estate opportunities,Facebook,3457,5193,81,153,USD,55-64,Female,55-64,Female,600XX,"wine,golf,luxury_travel,real_estate,luxury_cars",2699,74599
AD_6580814303,USER_000726,746137,StreamingService,2025-08-25,2025-08-30,2025-09-29,Discover amazing real_estate opportunities,"Facebook,Instagram",1246,2418,94,362,USD,18-24,Female,18-24,Female,100XX,"gaming,music,investing,real_estate",7739,59554
AD_8586011232,USER_000727,302548,TravelAgency,2025-09-11,2025-09-18,2025-11-17,Discover amazing budget_travel opportunities,Facebook,6559,8315,26,229,USD,55-64,Male,55-64,Male,330XX,"travel,retirement_planning,real_estate,luxury_cars,political_activism,budget_travel",8485,55957
AD_1033302305,USER_000728,583359,GamingCompany,2025-07-04,2025-07-09,2025-07-22,Discover amazing fashion opportunities,Instagram,2119,3582,93,542,USD,25-34,Female,25-34,Female,330XX,"streaming_services,music,budget_travel,fashion,education,cycling,parenting,gaming",5258,97231
AD_7791463161,USER_000729,583359,GamingCompany,2025-05-15,2025-05-18,2025-06-17,Discover amazing gaming opportunities,"Facebook,Instagram",448,1681,16,218,USD,18-24,Male,18-24,Male,850XX,"gaming,music,online_courses,family_activities,investing",1917,11271
AD_5290153336,USER_000730,302548,TravelAgency,2025-09-28,2025-10-04,2025-10-23,Discover amazing online_courses opportunities,Facebook,164,1434,73,521,USD,55-64,Male,55-64,Male,770XX,"golf,retirement_planning,online_courses,luxury_travel",4810,46244
AD_4948670997,USER_000731,583359,GamingCompany,2025-06-28,2025-07-03,2025-07-15,Discover amazing tech_news opportunities,"Facebook,Instagram",2741,3636,64,277,USD,18-24,Male,18-24,Male,330XX,"gaming,fitness,discount_shopping,basketball,luxury_brands,retirement_planning,theater,tech_news",5784,14060
AD_2028208174,USER_000732,583359,GamingCompany,2025-08-03,2025-08-09,2025-09-20,Discover amazing luxury_brands opportunities,Facebook,5595,6504,41,368,USD,25-34,Male,25-34,Male,900XX,"fitness,gaming,luxury_brands,luxury_travel,gaming,nutrition,organic_food",8778,12157
AD_2633336927,USER_000733,746137,StreamingService,2025-05-27,2025-06-02,2025-07-09,Discover amazing professional_development opportunities,Facebook,335,1014,39,531,USD,45-54,Female,45-54,Female,100XX,"real_estate,professional_development,online_courses,running,tech_news",5581,18680
AD_5425147794,USER_000734,452886,FinanceApp,2025-06-02,2025-06-06,2025-06-22,Discover amazing wine opportunities,Instagram,3274,4854,90,168,USD,55-64,Female,55-64,Female,330XX,"wine,retirement_planning,budget_travel,home_decor,basketball",3738,20597
AD_3404349777,USER_000735,302548,TravelAgency,2025-06-19,2025-06-23,2025-07-26,Discover amazing travel opportunities,Instagram,2339,3857,92,346,USD,65+,Male,65+,Male,770XX,"travel,golf,online_courses",5889,32133
AD_7841449994,USER_000736,192495,TechCorp,2025-07-16,2025-07-17,2025-07-26,Discover amazing fitness opportunities,Facebook,601,2183,78,147,USD,18-24,Female,18-24,Female,770XX,"fitness,streaming_services,discount_shopping,adventure_travel,nutrition",3491,64834
AD_9354753399,USER_000737,192495,TechCorp,2025-06-28,2025-07-03,2025-07-21,Discover amazing luxury_travel opportunities,Instagram,1195,2792,25,389,USD,55-64,Male,55-64,Male,100XX,"luxury_travel,wine,luxury_cars,investing,gaming,basketball,credit_cards,cruise_travel",8865,10611
AD_3961602951,USER_000738,583359,GamingCompany,2025-10-01,2025-10-03,2025-11-16,Discover amazing family_activities opportunities,"Facebook,Instagram",997,2803,30,205,USD,18-24,Female,18-24,Female,600XX,"music,gaming,budget_travel,family_activities,cycling",7777,39280
AD_5025367781,USER_000739,583359,GamingCompany,2025-08-02,2025-08-03,2025-09-01,Discover amazing basketball opportunities,"Facebook,Instagram",3384,4427,49,272,USD,55-64,Male,55-64,Male,850XX,"retirement_planning,travel,online_courses,beach_destinations,election_news,basketball,gaming",1545,72746
AD_6702700881,USER_000740,385006,OnlineRetailer,2025-09-05,2025-09-06,2025-10-24,Discover amazing retirement_planning opportunities,Facebook,5588,6554,28,142,USD,65+,Male,65+,Male,600XX,"golf,retirement_planning,luxury_cars,luxury_brands,football,fitness,online_shopping",6353,27069
AD_4705167829,USER_000741,302548,TravelAgency,2025-06-13,2025-06-15,2025-08-13,Discover amazing theater opportunities,"Facebook,Instagram",6697,7639,97,593,USD,55-64,Male,55-64,Male,850XX,"wine,golf,luxury_travel,luxury_cars,electric_vehicles,theater,soccer,online_courses",3490,57882
AD_4999139306,USER_000742,746137,StreamingService,2025-09-05,2025-09-12,2025-10-30,Discover amazing supplements opportunities,Facebook,7802,8556,35,437,USD,25-34,Male,25-34,Male,980XX,"fitness,gaming,online_courses,supplements,adventure_travel,budget_travel,tech_news",6615,69519
AD_5216897832,USER_000743,302548,TravelAgency,2025-07-26,2025-07-27,2025-08-22,Discover amazing luxury_brands opportunities,"Facebook,Instagram",1365,2531,64,191,USD,65+,Female,65+,Female,770XX,"luxury_travel,travel,luxury_brands,investing,fashion,childcare",9430,50092
AD_6632489613,USER_000744,306543,RealEstateGroup,2025-06-06,2025-06-13,2025-07-31,Discover amazing football opportunities,"Facebook,Instagram",749,2666,64,441,USD,35-44,Female,35-44,Female,850XX,"professional_development,investing,budget_travel,home_decor,cooking,football",4660,65216
AD_2784961140,USER_000745,452886,FinanceApp,2025-06-02,2025-06-09,2025-07-29,Discover amazing theater opportunities,Instagram,4106,5701,31,425,USD,35-44,Male,35-44,Male,600XX,"real_estate,professional_development,online_courses,concerts,wine,theater",2048,43848
AD_2562878246,USER_000746,583359,GamingCompany,2025-09-11,2025-09-14,2025-10-14,Discover amazing gaming opportunities,Instagram,4818,5346,21,396,USD,25-34,Female,25-34,Female,900XX,"fitness,gaming,real_estate",1197,46957
AD_4689235369,USER_000747,295351,FashionBrand,2025-09-14,2025-09-19,2025-10-27,Discover amazing retirement_planning opportunities,Facebook,2831,4635,68,289,USD,65+,Female,65+,Female,600XX,"retirement_planning,golf,luxury_brands,real_estate,adventure_travel",3791,79102
AD_1167936422,USER_000748,302548,TravelAgency,2025-09-22,2025-09-24,2025-10-15,Discover amazing luxury_travel opportunities,Instagram,1954,3370,76,390,USD,35-44,Female,35-44,Female,770XX,"real_estate,professional_development,luxury_travel,real_estate",1587,21854
AD_9966410388,USER_000749,875482,NewsOutlet,2025-09-30,2025-10-06,2025-10-19,Discover amazing discount_shopping opportunities,"Facebook,Instagram",4567,5824,88,455,USD,35-44,Male,35-44,Male,770XX,"professional_development,real_estate,discount_shopping",5868,32204
AD_9684097665,USER_000750,385006,OnlineRetailer,2025-08-10,2025-08-11,2025-09-07,Discover amazing university opportunities,Instagram,2322,3140,40,320,USD,65+,Male,65+,Male,900XX,"golf,retirement_planning,investing,real_estate,university,running",1471,60869
AD_2749885494,USER_000751,385006,OnlineRetailer,2025-05-14,2025-05-17,2025-06-30,Discover amazing budget_travel opportunities,Facebook,2754,4378,93,480,USD,25-34,Female,25-34,Female,330XX,"online_shopping,music,budget_travel,childcare,parenting",1197,86740
AD_3205511732,USER_000752,385006,OnlineRetailer,2025-05-16,2025-05-23,2025-07-07,Discover amazing retirement_planning opportunities,"Facebook,Instagram",2370,3554,76,197,USD,65+,Female,65+,Female,100XX,"retirement_planning,wine,luxury_brands,luxury_cars",6023,85908
AD_7780307502,USER_000753,583359,GamingCompany,2025-06-20,2025-06-26,2025-07-15,Discover amazing luxury_travel opportunities,Instagram,311,1091,87,493,USD,45-54,Male,45-54,Male,900XX,"real_estate,professional_development,luxury_brands,luxury_travel,gaming,motorcycles,conservative_politics",6552,24871
AD_3442838876,USER_000754,295351,FashionBrand,2025-08-20,2025-08-25,2025-10-06,Discover amazing fitness opportunities,Facebook,7242,8107,48,516,USD,18-24,Male,18-24,Male,850XX,"fitness,online_shopping,luxury_cars,luxury_brands",7366,39463
AD_8049418561,USER_000755,875482,NewsOutlet,2025-07-27,2025-08-01,2025-09-14,Discover amazing real_estate opportunities,Instagram,2832,3356,43,396,USD,55-64,Male,55-64,Male,100XX,"retirement_planning,golf,real_estate",8330,54451
AD_5660994185,USER_000756,302548,TravelAgency,2025-07-29,2025-07-31,2025-08-30,Discover amazing family_activities opportunities,"Facebook,Instagram",2701,3757,31,160,USD,55-64,Female,55-64,Female,770XX,"wine,luxury_travel,real_estate,luxury_cars,fashion,family_activities,cruise_travel",1494,84100
AD_2057286485,USER_000757,295351,FashionBrand,2025-06-17,2025-06-21,2025-06-30,Discover amazing luxury_brands opportunities,Facebook,8357,9934,82,296,USD,35-44,Female,35-44,Female,600XX,"professional_development,real_estate,luxury_brands,investing",3362,66102
AD_3100724819,USER_000758,385006,OnlineRetailer,2025-05-26,2025-05-31,2025-06-16,Discover amazing political_activism opportunities,Instagram,6215,7789,55,402,USD,65+,Male,65+,Male,900XX,"golf,retirement_planning,luxury_brands,investing,football,computers,yoga,political_activism",1720,71049
AD_1723960319,USER_000759,302548,TravelAgency,2025-09-29,2025-10-02,2025-12-01,Discover amazing software opportunities,"Facebook,Instagram",3913,4736,39,144,USD,55-64,Female,55-64,Female,330XX,"wine,travel,budget_travel,software,adventure_travel,motorcycles,conservative_politics",4588,36653
AD_5755857677,USER_000760,583359,GamingCompany,2025-06-02,2025-06-07,2025-07-08,Discover amazing cooking opportunities,Facebook,1875,2834,43,276,USD,35-44,Female,35-44,Female,770XX,"parenting,professional_development,discount_shopping,cooking,streaming_services,music",7301,42515
AD_6972067039,USER_000761,741474,PoliticalCampaign,2025-08-30,2025-09-05,2025-10-15,Discover amazing car_maintenance opportunities,"Facebook,Instagram",5059,6674,74,271,USD,18-24,Female,18-24,Female,980XX,"music,fitness,budget_travel,home_decor,certifications,liberal_politics,car_maintenance",2211,23863
AD_4514004515,USER_000762,302548,TravelAgency,2025-07-05,2025-07-10,2025-08-17,Discover amazing luxury_travel opportunities,"Facebook,Instagram",4959,6536,68,232,USD,35-44,Female,35-44,Female,600XX,"professional_development,real_estate,luxury_cars,luxury_travel,home_decor,running,online_courses",1487,58106
AD_4008825340,USER_000763,192495,TechCorp,2025-06-15,2025-06-18,2025-07-14,Discover amazing real_estate opportunities,Facebook,3402,4981,52,193,USD,18-24,Female,18-24,Female,600XX,"fitness,streaming_services,luxury_travel,real_estate,restaurants",8201,21123
AD_4660091793,USER_000764,192495,TechCorp,2025-10-01,2025-10-04,2025-10-12,Discover amazing real_estate opportunities,Facebook,2071,3920,16,191,USD,25-34,Male,25-34,Male,600XX,"music,gaming,real_estate",8779,52543
AD_8360422167,USER_000765,452886,FinanceApp,2025-06-14,2025-06-17,2025-08-03,Discover amazing luxury_cars opportunities,"Facebook,Instagram",2460,3968,38,153,USD,45-54,Female,45-54,Female,100XX,"parenting,professional_development,luxury_cars,real_estate",9267,41384
AD_3370519541,USER_000766,385006,OnlineRetailer,2025-10-01,2025-10-04,2025-11-25,Discover amazing running opportunities,"Facebook,Instagram",845,2777,87,395,USD,25-34,Male,25-34,Male,100XX,"music,online_shopping,luxury_cars,investing,basketball,running,cruise_travel",7045,94592
AD_9252996055,USER_000767,746137,StreamingService,2025-05-20,2025-05-27,2025-06-14,Discover amazing gaming opportunities,"Facebook,Instagram",4229,4935,19,220,USD,55-64,Male,55-64,Male,770XX,"retirement_planning,luxury_travel,discount_shopping,gaming,smartphones,cryptocurrency,music",8628,31954
AD_9551970786,USER_000768,746137,StreamingService,2025-10-04,2025-10-06,2025-10-18,Discover amazing university opportunities,"Facebook,Instagram",4651,6164,82,191,USD,55-64,Male,55-64,Male,100XX,"wine,luxury_travel,discount_shopping,gaming,university",3050,24851
AD_9962404512,USER_000769,138365,FitnessCenter,2025-09-05,2025-09-10,2025-10-30,Discover amazing investing opportunities,Instagram,6330,7933,10,282,USD,55-64,Male,55-64,Male,900XX,"retirement_planning,wine,luxury_cars,investing,basketball",9279,45824
AD_4354550399,USER_000770,302548,TravelAgency,2025-05-23,2025-05-27,2025-07-04,Discover amazing wine opportunities,Facebook,7006,7780,41,135,USD,55-64,Male,55-64,Male,980XX,"wine,travel,budget_travel",3128,13815
AD_2356914057,USER_000771,385006,OnlineRetailer,2025-08-26,2025-08-30,2025-09-23,Discover amazing investing opportunities,Facebook,5676,6863,30,528,USD,35-44,Male,35-44,Male,770XX,"professional_development,investing,investing,luxury_brands",9355,98958
AD_3395391997,USER_000772,302548,TravelAgency,2025-07-03,2025-07-07,2025-08-19,Discover amazing budget_travel opportunities,"Facebook,Instagram",1832,2835,26,333,USD,55-64,Female,55-64,Female,100XX,"luxury_travel,golf,budget_travel,fashion,parenting",5745,27937
